title,projectname,builder,price,per_sqft,area,status,place
2  BHK  Apartment,,RAJU,9999000,"16,835 / sq ft",594,Ready to move,Kukatpally Housing Board Colony
4  BHK  Independent House,,NRI HOMES,9500000,"4,318 / sq ft",2200,Ready to move,Beeramguda
4  BHK  Independent House,,NRI HOMES,9800000,"4,454 / sq ft",2200,Ready to move,Beeramguda
2  BHK  Apartment,Bhuvanteza Aura II,BHUVANTEZA INFRAPROJECTS,3435000,"3,000 / sq ft",1145,Under Construction,Kollur
3  BHK  Apartment,Bhuvanteza Aura II,BHUVANTEZA INFRAPROJECTS,4725000,"3,000 / sq ft",1575,Under Construction,Kollur
3  BHK  Apartment,Technopolis Solitaire Unity,Bharath,16700000,"7,499 / sq ft",2230,Under Construction,Serilingampally
2  BHK  Apartment,Technopolis Solitaire Unity,Bharath,12100000,"7,499 / sq ft",1615,Under Construction,Serilingampally
3  BHK  Apartment,Sunder Ecopolis,Sunder Homes Hyderabad,10300000,"4,500 / sq ft",2307,Under Construction,Kompally
2  BHK  Apartment,PVR Akash,Srinivas,5490000,"4,500 / sq ft",1220,Under Construction,Shankarpalli
3  BHK  Apartment,PVR Akash,Srinivas,7695000,"4,500 / sq ft",1710,Under Construction,Shankarpalli
2  BHK  Apartment,,Gayatri,5134000,"4,799 / sq ft",1070,Ready to move,Miyapur
2  BHK  Independent House,,NRI HOMES,9700000,"7,185 / sq ft",1350,Ready to move,Beeramguda
2  BHK  Independent House,,NRI HOMES,9300000,"7,440 / sq ft",1250,Ready to move,Beeramguda
3  BHK  Apartment,Bhuvanteza Aura II,BHUVANTEZA INFRAPROJECTS,5115000,"3,000 / sq ft",1705,Under Construction,Kollur
2  BHK  Apartment,Technopolis Solitaire Unity,Bharath,11000000,"7,499 / sq ft",1480,Under Construction,Serilingampally
3  BHK  Apartment,Sunder Ecopolis,Sunder Homes Hyderabad,17200000,"4,500 / sq ft",3824,Under Construction,Kompally
4  BHK  Apartment,Sunder Ecopolis,Sunder Homes Hyderabad,16200000,"4,500 / sq ft",3621,Under Construction,Kompally
3  BHK  Apartment,PVR Akash,Srinivas,6525000,"4,500 / sq ft",1450,Under Construction,Shankarpalli
2  BHK  Apartment,PVR Akash,Srinivas,5062000,"4,500 / sq ft",1125,Under Construction,Shankarpalli
3  BHK  Apartment,,Gayatri,5710000,"4,799 / sq ft",1190,Ready to move,Miyapur
2  BHK  Apartment,,Gayatri,5134000,"4,799 / sq ft",1070,Ready to move,Miyapur
2  BHK  Independent House,,NRI HOMES,9100000,"7,280 / sq ft",1250,Ready to move,Beeramguda
3  BHK  Apartment,Bhuvanteza Aura II,BHUVANTEZA INFRAPROJECTS,6555000,"3,000 / sq ft",2185,Under Construction,Kollur
3  BHK  Apartment,Technopolis Solitaire Unity,Bharath,14300000,"7,499 / sq ft",1920,Under Construction,Serilingampally
3  BHK  Apartment,Technopolis Solitaire Unity,Bharath,12400000,"7,499 / sq ft",1655,Under Construction,Serilingampally
4  BHK  Apartment,Sunder Ecopolis,Sunder Homes Hyderabad,13500000,"4,500 / sq ft",3020,Under Construction,Kompally
3  BHK  Apartment,Sunder Ecopolis,Sunder Homes Hyderabad,12200000,"4,500 / sq ft",2731,Under Construction,Kompally
2  BHK  Apartment,PVR Akash,Srinivas,4612000,"4,500 / sq ft",1025,Under Construction,Shankarpalli
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
2  BHK  Independent House,,NRI HOMES,7900000,"7,181 / sq ft",1100,Ready to move,Indresham
4  BHK  Independent House,,NRI HOMES,9600000,"4,363 / sq ft",2200,Ready to move,Beeramguda
4  BHK  Independent House,,NRI HOMES,13000000,"5,200 / sq ft",2500,Ready to move,Beeramguda
2  BHK  Apartment,Bhuvanteza Aura II,BHUVANTEZA INFRAPROJECTS,3795000,"3,000 / sq ft",1265,Under Construction,Kollur
4  BHK  Apartment,Lansum Etania,Maxx Value Realty,32300000,"10,000 / sq ft",3230,Ready to move,Nanakramguda
3  BHK  Apartment,Technopolis Solitaire Unity,Bharath,13400000,"7,499 / sq ft",1795,Under Construction,Serilingampally
3  BHK  Apartment,Technopolis Solitaire Unity,Bharath,14900000,"7,499 / sq ft",1995,Under Construction,Serilingampally
2  BHK  Independent House,,NRI HOMES,8200000,"6,560 / sq ft",1250,Ready to move,Indresham
3  BHK  Apartment,Sunder Ecopolis,Sunder Homes Hyderabad,13400000,"4,500 / sq ft",2990,Under Construction,Kompally
2  BHK  Apartment,PVR Akash,Srinivas,4972000,"4,500 / sq ft",1105,Under Construction,Shankarpalli
3  BHK  Apartment,PVR Akash,Srinivas,7762000,"4,500 / sq ft",1725,Under Construction,Shankarpalli
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
2  BHK  Independent House,,NRI HOMES,9200000,"7,360 / sq ft",1250,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,9800000,"7,840 / sq ft",1250,Ready to move,Beeramguda
2  BHK  Independent House,,NRI HOMES,7500000,"7,500 / sq ft",1000,Ready to move,Beeramguda
3  BHK  Apartment,Lansum El Dorado,Maxx Value Realty,13500000,"6,029 / sq ft",2240,Under Construction,Narsingi
2  BHK  Independent House,,NRI HOMES,8700000,"6,960 / sq ft",1250,Ready to move,Beeramguda
4  BHK  Villa,,Raghavendra Reddy,20500000,"5,300 / sq ft",3885,Under Construction,Velimela
2  BHK  Independent House,,NRI HOMES,8600000,"6,880 / sq ft",1250,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,9600000,"5,189 / sq ft",1850,Ready to move,Indresham
3  BHK  Apartment,Sunder Ecopolis,Sunder Homes Hyderabad,13500000,"4,500 / sq ft",3001,Under Construction,Kompally
2  BHK  Apartment,Abode MJS Lake Front,Abode Developers,6198000,"4,999 / sq ft",1240,Under Construction,Ameenpur
3  BHK  Apartment,PVR Akash,Srinivas,7020000,"4,500 / sq ft",1560,Under Construction,Shankarpalli
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
2  BHK  Independent House,,NRI HOMES,6000000,"6,000 / sq ft",1000,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,9800000,"7,259 / sq ft",1350,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,9900000,"7,920 / sq ft",1250,Ready to move,Beeramguda
2  BHK  Independent House,,NRI HOMES,7300000,"6,083 / sq ft",1200,Ready to move,muthangi
4  BHK  Independent House,,NRI HOMES,13000000,"5,200 / sq ft",2500,Ready to move,Beeramguda
3  BHK  Apartment,,Raghavendra Reddy,13100000,"5,300 / sq ft",2485,Under Construction,Velimela
3  BHK  Apartment,,Raghavendra Reddy,10100000,"5,300 / sq ft",1915,Under Construction,Velimela
2  BHK  Independent House,,NRI HOMES,9200000,"7,360 / sq ft",1250,Ready to move,Indresham
3  BHK  Apartment,Abode MJS Lake Front,Abode Developers,7398000,"4,999 / sq ft",1480,Under Construction,Ameenpur
3  BHK  Apartment,Abode MJS Lake Front,Abode Developers,7098000,"4,999 / sq ft",1420,Under Construction,Ameenpur
3  BHK  Apartment,PVR Akash,Srinivas,6300000,"4,500 / sq ft",1400,Under Construction,Shankarpalli
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
2  BHK  Independent House,,NRI HOMES,9300000,"8,454 / sq ft",1100,Ready to move,Indresham
3  BHK  Villa,,Rajarao,13000000,"6,490 / sq ft",2003,Under Construction,Indresham
4  BHK  Independent House,,NRI HOMES,8600000,"4,095 / sq ft",2100,Ready to move,Beeramguda
2  BHK  Independent House,,NRI HOMES,9600000,"7,680 / sq ft",1250,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,9800000,"7,840 / sq ft",1250,Ready to move,Beeramguda
3  BHK  Apartment,SVS Ample Homes,venkatesh,8250000,"5,500 / sq ft",1500,Under Construction,Chandanagar
2  BHK  Independent House,,NRI HOMES,6500000,"6,500 / sq ft",1000,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,9800000,"7,259 / sq ft",1350,Ready to move,Indresham
2  BHK  Apartment,Abode MJS Lake Front,Abode Developers,5998000,"4,999 / sq ft",1200,Under Construction,Ameenpur
2  BHK  Apartment,Abode MJS Lake Front,Abode Developers,5823000,"4,999 / sq ft",1165,Under Construction,Ameenpur
2  BHK  Apartment,PVR Akash,Srinivas,4792000,"4,500 / sq ft",1065,Under Construction,Shankarpalli
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
3  BHK  Villa,,Rajarao,13100000,"6,540 / sq ft",2003,Under Construction,Krishna Reddy Pet
4  BHK  Villa,,DARWIN REDDY,12700000,"3,999 / sq ft",3200,Under Construction,Shamirpet
3  BHK  Apartment,,Rubricon,152200000,"85,000 / sq ft",1791,Under Construction,Padmarao Nagar
2  BHK  Independent House,,NRI HOMES,8700000,"6,960 / sq ft",1250,Ready to move,Beeramguda
2  BHK  Independent House,,NRI HOMES,9500000,"5,757 / sq ft",1650,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,8200000,"6,560 / sq ft",1250,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,8200000,"6,560 / sq ft",1250,Ready to move,muthangi
2  BHK  Apartment,,Gayatri,5348000,"4,999 / sq ft",1070,Ready to move,Miyapur
3  BHK  Apartment,,Gayatri,5948000,"4,999 / sq ft",1190,Ready to move,Miyapur
4  BHK  Apartment,My Home Bhooja,Viswanadh,68500000,"16,830 / sq ft",4070,Ready to move,Madhapur
2  BHK  Apartment,BRC Sri Hemadurga Sivahills,Sri shubadha Group,7626000,"6,200 / sq ft",1230,Under Construction,Manikonda
2  BHK  Apartment,Abode MJS Lake Front,Abode Developers,5323000,"4,999 / sq ft",1065,Under Construction,Ameenpur
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
2  BHK  Apartment,Technopolis Solitaire Unity,Bharath,11299999,"7,499 / sq ft",1515,Under Construction,Serilingampally
3  BHK  Apartment,Technopolis Solitaire Unity,Bharath,12800000,"7,499 / sq ft",1715,Under Construction,Serilingampally
2  BHK  Apartment,Sri Nidhi Indraprastha Residency,srinidhi constructions,6000000,"5,221 / sq ft",1150,Under Construction,Bachupally
2  BHK  Apartment,HPR Lake Front,HPR Infra,8253000,"6,300 / sq ft",1310,Under Construction,Hafeezpet
2  BHK  Apartment,,s k real estates,5800000,"5,800 / sq ft",1000,Ready to move,East Marredpally
2  BHK  Apartment,,Gayatri,5134000,"4,799 / sq ft",1070,Ready to move,Miyapur
3  BHK  Apartment,,Gayatri,5710000,"4,799 / sq ft",1190,Ready to move,Miyapur
2  BHK  Independent House,,NRI HOMES,8800000,"7,040 / sq ft",1250,Ready to move,Beeramguda
2  BHK  Independent House,,NRI HOMES,9700000,"7,185 / sq ft",1350,Ready to move,Indresham
2  BHK  Apartment,,Avinash Kommu,4280000,"3,721 / sq ft",1150,Ready to move,Adibatla
2  BHK  Apartment,,Gayatri,5248000,"4,905 / sq ft",1070,Ready to move,Miyapur
2  BHK  Apartment,,Gayatri,5134000,"4,799 / sq ft",1070,Ready to move,Miyapur
2  BHK  Independent House,,NRI HOMES,7700000,"7,000 / sq ft",1100,Ready to move,Indresham
3  BHK  Apartment,Technopolis Solitaire Unity,Bharath,11600000,"7,499 / sq ft",1555,Under Construction,Serilingampally
3  BHK  Apartment,Technopolis Solitaire Unity,Bharath,13100000,"7,499 / sq ft",1750,Under Construction,Serilingampally
2  BHK  Apartment,HPR Lake Front,HPR Infra,8662000,"6,300 / sq ft",1375,Under Construction,Hafeezpet
2  BHK  Apartment,HPR Lake Front,HPR Infra,8725000,"6,300 / sq ft",1385,Under Construction,Hafeezpet
4  BHK  Villa,,Rajarao,13000000,"6,490 / sq ft",2003,Under Construction,Patancheru
Residential Plot,Subhagruha Sahithi II,SUBHAGRUHA PROJECTS INDIA PVTLTD,2400000,"1,333 / sq ft",1800,New,Lemoor
5  BHK  Villa,,BNPR PROJECTS,68600000,"11,245 / sq ft",6100,Under Construction,Shamshabad
2  BHK  Independent House,,NRI HOMES,7600000,"6,080 / sq ft",1250,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,8200000,"6,560 / sq ft",1250,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,7400000,"6,727 / sq ft",1100,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,9100000,"7,280 / sq ft",1250,Ready to move,Indresham
4  BHK  Independent House,,NRI HOMES,9800000,"4,454 / sq ft",2200,Ready to move,Beeramguda
2  BHK  Apartment,,Golla mallesh,6520000,"5,669 / sq ft",1150,Ready to move,Kukatpally
3  BHK  Apartment,PVR Kshetra,Srinivas,6031000,"4,200 / sq ft",1436,Under Construction,Shankarpalli
2  BHK  Independent House,,NRI HOMES,7100000,"6,454 / sq ft",1100,Ready to move,Indresham
2  BHK  Apartment,HPR Lake Front,HPR Infra,7465000,"6,300 / sq ft",1185,Under Construction,Hafeezpet
3  BHK  Apartment,NCC Nagarjuna Residency,Square Properties,22500000,"9,259 / sq ft",2430,Ready to move,Gachibowli
2  BHK  Independent House,,NRI HOMES,9500000,"7,037 / sq ft",1350,Ready to move,Indresham
4  BHK  Villa,,BNPR PROJECTS,17500000,"6,481 / sq ft",2700,Under Construction,Maheshwaram
5  BHK  Apartment,,BNPR PROJECTS,30000000,"6,521 / sq ft",4600,Under Construction,Kondapur
1  RK  Studio Apartment,,ramavenu,3200000,"12,121 / sq ft",264,Ready to move,Kondapur
2  BHK  Independent House,,NRI HOMES,8200000,"6,560 / sq ft",1250,Ready to move,Indresham
2  BHK  Apartment,,Golla mallesh,6900000,"6,106 / sq ft",1130,Ready to move,Chandanagar
2  BHK  Independent House,,NRI HOMES,7500000,"6,000 / sq ft",1250,Ready to move,Indresham
2  BHK  Apartment,HPR Lake Front,HPR Infra,7875000,"6,300 / sq ft",1250,Under Construction,Hafeezpet
3  BHK  Apartment,Candeur Crescent,RRR Group,12500000,"7,807 / sq ft",1601,Under Construction,Serilingampally
4  BHK  Independent House,,NRI HOMES,7800000,"3,900 / sq ft",2000,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,7900000,"6,583 / sq ft",1200,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,7200000,"6,545 / sq ft",1100,Ready to move,Muthangi
2  BHK  Apartment,Giridhari GHPL Happiness Hub,Giridhari Homes Pvt Ltd,6864000,"5,500 / sq ft",1248,Under Construction,Kismatpur
2  BHK  Independent House,,NRI HOMES,7900000,"7,181 / sq ft",1100,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,9800000,"7,259 / sq ft",1350,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,9300000,"8,454 / sq ft",1100,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,7600000,"7,600 / sq ft",1000,Ready to move,Beeramguda
2  BHK  Independent House,,NRI HOMES,7600000,"6,333 / sq ft",1200,Ready to move,Indresham
3  BHK  Villa,,sanjeev kumar,90000000,"18,000 / sq ft",5000,Ready to move,Bandlaguda Road
2  BHK  Independent House,,NRI HOMES,5800000,"4,296 / sq ft",1350,Ready to move,Muthangi
2  BHK  Apartment,,Sasikanth,7000000,"5,714 / sq ft",1225,Ready to move,Tellapur
2  BHK  Independent House,,NRI HOMES,5700000,"5,700 / sq ft",1000,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,5200000,"5,200 / sq ft",1000,Ready to move,muthangi
3  BHK  Apartment,Giridhari GHPL Happiness Hub,Giridhari Homes Pvt Ltd,8574000,"5,500 / sq ft",1559,Under Construction,Kismatpur
3  BHK  Apartment,Giridhari Giridharis Vue,Giridhari Homes Pvt Ltd,12200000,"5,800 / sq ft",2115,Under Construction,Kismatpur
2  BHK  Independent House,,NRI HOMES,9200000,"7,360 / sq ft",1250,Ready to move,Indresham
4  BHK  Independent House,,NRI HOMES,8500000,"4,250 / sq ft",2000,Ready to move,Indresham
2  BHK  Apartment,,saimanideep,5518000,"4,799 / sq ft",1150,Under Construction,Miyapur
2  BHK  Apartment,Anvita Ivana,Anvita,7000000,"5,555 / sq ft",1260,Under Construction,Kollur
2  BHK  Independent House,,NRI HOMES,7800000,"7,090 / sq ft",1100,Ready to move,Beeramguda
2  BHK  Independent House,,NRI HOMES,7800000,"7,800 / sq ft",1000,Ready to move,Beeramguda
2  BHK  Independent House,,NRI HOMES,8500000,"6,800 / sq ft",1250,Ready to move,Indresham
2  BHK  Apartment,,Sasikanth,7000000,"5,714 / sq ft",1225,Ready to move,Tellapur
2  BHK  Apartment,,Sasikanth,5400000,"4,695 / sq ft",1150,Ready to move,Aminpur
2  BHK  Independent House,,NRI HOMES,9200000,"7,360 / sq ft",1250,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,6500000,"5,909 / sq ft",1100,Ready to move,Muthangi
3  BHK  Apartment,My Home Bhooja,Viswanadh,53000000,"15,451 / sq ft",3430,Ready to move,Madhapur
3  BHK  Apartment,Giridhari GHPL Happiness Hub,Giridhari Homes Pvt Ltd,8574000,"5,500 / sq ft",1559,Under Construction,Kismatpur
2  BHK  Apartment,,Gayatri,5518000,"4,799 / sq ft",1150,Under Construction,Ameenpur
3  BHK  Apartment,,Gayatri,5948000,"4,999 / sq ft",1190,Ready to move,Miyapur
2  BHK  Independent House,,NRI HOMES,8700000,"6,960 / sq ft",1250,Ready to move,Indresham
Residential Plot,,srinivasulu,2100000,"1,414 / sq ft",1485,New,Sadashivpet
2  BHK  Independent House,,NRI HOMES,6000000,"6,000 / sq ft",1000,Ready to move,Indresham
3  BHK  Apartment,,s k real estates,7500000,"5,555 / sq ft",1350,Ready to move,East Marredpally
3  BHK  Villa,,Rajarao,13000000,"6,490 / sq ft",2003,Under Construction,Patancheru
3  BHK  Villa,,Rajesh Yadav,14000000,"6,087 / sq ft",2300,Under Construction,Bachupally
2  BHK  Apartment,Giridhari GHPL Happiness Hub,Giridhari Homes Pvt Ltd,6006000,"5,500 / sq ft",1092,Under Construction,Kismatpur
3  BHK  Apartment,Giridhari Giridharis Vue,Giridhari Homes Pvt Ltd,12700000,"5,800 / sq ft",2197,Under Construction,Kismatpur
4  BHK  Villa,,Rajesh Yadav,28200000,"8,560 / sq ft",3300,Ready to move,Kompally
3  BHK  Apartment,,Gayatri,7678000,"4,799 / sq ft",1600,Under Construction,Ameenpur
2  BHK  Apartment,,Gayatri,5348000,"4,999 / sq ft",1070,Ready to move,Miyapur
2  BHK  Independent House,,NRI HOMES,6000000,"6,000 / sq ft",1000,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,9400000,"7,520 / sq ft",1250,Ready to move,Indresham
3  BHK  Apartment,,BNPR PROJECTS,7600000,"4,510 / sq ft",1685,Under Construction,Pati
2  BHK  Independent House,,NRI HOMES,8000000,"4,000 / sq ft",2000,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,7500000,"6,000 / sq ft",1250,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,5300000,"5,300 / sq ft",1000,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,8400000,"6,222 / sq ft",1350,Ready to move,muthangi
3  BHK  Villa,,Rajesh Yadav,14000000,"6,087 / sq ft",2300,Under Construction,Bachupally
3  BHK  Villa,,Rajesh Yadav,14000000,"6,087 / sq ft",2300,Under Construction,Bachupally
2  BHK  Apartment,Giridhari GHPL Happiness Hub,Giridhari Homes Pvt Ltd,6006000,"5,500 / sq ft",1092,Under Construction,Kismatpur
3  BHK  Apartment,Giridhari GHPL Happiness Hub,Giridhari Homes Pvt Ltd,8805000,"5,500 / sq ft",1601,Under Construction,Kismatpur
3  BHK  Apartment,,Nirvana,9500000,"6,209 / sq ft",1530,Ready to move,Kondapur
3  BHK  Apartment,,Gayatri,7678000,"4,798 / sq ft",1600,Under Construction,Ameenpur
4  BHK  Independent House,,NRI HOMES,8600000,"4,300 / sq ft",2000,Ready to move,Indresham
2  BHK  Independent House,,NRI HOMES,9600000,"7,680 / sq ft",1250,Ready to move,Indresham
2  BHK  Apartment,,BNPR PROJECTS,5800000,"4,513 / sq ft",1285,Under Construction,Pati
3  BHK  Apartment,,BNPR PROJECTS,8500000,"4,509 / sq ft",1885,Under Construction,Pati
2  BHK  Independent House,,NRI HOMES,7300000,"6,952 / sq ft",1050,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,8200000,"6,560 / sq ft",1250,Ready to move,muthangi
4  BHK  Villa,,Rajesh Yadav,34100000,"7,500 / sq ft",4555,Under Construction,Kompally
3  BHK  Apartment,Giridhari Giridharis Vue,Giridhari Homes Pvt Ltd,8288000,"5,800 / sq ft",1429,Under Construction,Kismatpur
3  BHK  Apartment,,MS Rental,15000000,"7,142 / sq ft",2100,Ready to move,Banjara Hills
2  BHK  Apartment,,Gayatri,5348000,"4,999 / sq ft",1070,Ready to move,Miyapur
2  BHK  Apartment,,Gayatri,5518000,"4,798 / sq ft",1150,Under Construction,Ameenpur
2  BHK  Independent House,,NRI HOMES,9000000,"7,200 / sq ft",1250,Ready to move,Indresham
2  BHK  Apartment,,Mallesh,4410000,"3,500 / sq ft",1260,Under Construction,BHEL
2  BHK  Independent House,,NRI HOMES,8100000,"6,750 / sq ft",1200,Ready to move,muthangi
2  BHK  Independent House,,NRI HOMES,9500000,"7,600 / sq ft",1250,Ready to move,muthangi
2  BHK  Apartment,,Mahesh Plots,6000000,"5,454 / sq ft",1100,Ready to move,Miyapur
3  BHK  Apartment,Saanvi Silver Springs,Krishna Reddy,8259999,"5,162 / sq ft",1600,Under Construction,Manikonda
3  BHK  Apartment,Giridhari GHPL Happiness Hub,Giridhari Homes Pvt Ltd,8805000,"5,500 / sq ft",1601,Under Construction,Kismatpur
