title,projectname,builder,price,per_sqft,area,status,place
Residential Plot,,SANDHYALHP,1554000,"1,022 / sq ft",1521,New,Meerkhanpet
Residential Plot,,63avi con,3000000,"1,666 / sq ft",1800,New,Maheshwaram
Residential Plot,,63avi con,5200000,"2,888 / sq ft",1800,Resale,Isnapur
Residential Plot,,all in one agency,3010000,"2,002 / sq ft",1503,Resale,Sangareddy
Residential Plot,,SANDHYALHP,2910000,"1,666 / sq ft",1746,New,Mansanpally
Residential Plot,,SANDHYALHP,1352000,"1,022 / sq ft",1323,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1346000,835 / sq ft,1611,New,Meerkhanpet
Residential Plot,CBC Lorven Platina,SANDHYALHP,1414000,777 / sq ft,1818,New,Kandukur
Residential Plot,,SANDHYALHP,1701000,"1,022 / sq ft",1665,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1830000,854 / sq ft,2142,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1609000,"1,022 / sq ft",1575,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1453000,"1,022 / sq ft",1422,New,Meerkhanpet
Residential Plot,,63avi con,2170000,"1,443 / sq ft",1503,New,Srisailam Highway
Residential Plot,,all in one agency,29300000,"5,642 / sq ft",5193,Resale,Shamshabad
Residential Plot,,SANDHYALHP,2790000,"1,666 / sq ft",1674,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1471000,"1,022 / sq ft",1440,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1379000,854 / sq ft,1615,New,Meerkhanpet
Residential Plot,Amulya Green Valley,SANDHYALHP,3822000,"2,888 / sq ft",1323,New,Dundigal
Residential Plot,,SANDHYALHP,2449000,"2,319 / sq ft",1056,New,Mucherla
Residential Plot,,SANDHYALHP,1738000,"1,022 / sq ft",1701,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1554000,"1,022 / sq ft",1521,New,Mirkhanpet
Residential Plot,,SANDHYALHP,1655000,"1,022 / sq ft",1620,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1085000,"1,021 / sq ft",1062,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1950000,"1,022 / sq ft",1908,New,Meerkhanpet
Residential Plot,,63avi con,2700000,"1,666 / sq ft",1620,New,Kadthal
Residential Plot,,SANDHYALHP,3000000,"1,587 / sq ft",1890,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1839000,"9,199 / sq ft",200,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1517000,"1,022 / sq ft",1485,New,Meerkhanpet
Residential Plot,,SANDHYALHP,2099000,777 / sq ft,2700,New,Mirkhanpet
2  BHK  Apartment,,Genuine Properties For Sale,4527000,"4,270 / sq ft",1060,Under Construction,Bowrampet
Residential Plot,,SANDHYALHP,1536000,"1,022 / sq ft",1503,New,Meerkhanpet
Residential Plot,,r9 consultancy,5120000,"3,555 / sq ft",1440,New,Patancheru
Residential Plot,,r9 consultancy,3000000,"1,666 / sq ft",1800,New,Maheshwaram
Residential Plot,,63avi con,3600000,"2,000 / sq ft",1800,New,Sangareddy
Residential Plot,,SANDHYALHP,2910000,"1,666 / sq ft",1746,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1655000,"1,022 / sq ft",1620,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1407000,"1,022 / sq ft",1377,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1378000,777 / sq ft,1773,New,Mirkhanpet
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Chandanagar
2  BHK  Apartment,,Genuine Properties For Sale,4874000,"4,431 / sq ft",1100,Under Construction,Bowrampet
Residential Plot,Akshita Golden Ridge,SANDHYALHP,3036000,"1,333 / sq ft",2277,New,Maheshwaram
Residential Plot,,SANDHYALHP,1483000,"1,405 / sq ft",1056,New,Mucherla
Residential Plot,,r9 consultancy,2170000,"1,443 / sq ft",1503,New,Srisailam Highway
Residential Plot,,63avi con,12000000,"4,993 / sq ft",2403,New,Shamshabad
Residential Plot,,SANDHYALHP,2790000,"1,666 / sq ft",1674,New,Mansanpally
Residential Plot,,SANDHYALHP,3000000,"1,666 / sq ft",1800,New,Mansanpally
Residential Plot,,SANDHYALHP,1389000,"1,022 / sq ft",1359,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1371000,777 / sq ft,1764,New,Mirkhanpet
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Beeramguda
2  BHK  Apartment,,Genuine Properties For Sale,4963000,"4,511 / sq ft",1100,Under Construction,Bowrampet
3  BHK  Apartment,,Genuine Properties For Sale,6787000,"4,100 / sq ft",1655,Under Construction,Bowrampet
Residential Plot,,SANDHYALHP,1400000,"1,325 / sq ft",1056,New,Kandukur
Residential Plot,,r9 consultancy,2700000,"1,666 / sq ft",1620,New,Kadthal
Residential Plot,,r9 consultancy,3600000,"2,000 / sq ft",1800,New,Sangareddy
Residential Plot,,63avi con,2650000,"1,663 / sq ft",1593,New,Manasanapalli
Residential Plot,,SANDHYALHP,1848000,"1,022 / sq ft",1809,New,Kandukur
Residential Plot,,SANDHYALHP,1352000,"1,022 / sq ft",1323,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1655000,"1,022 / sq ft",1620,New,Meerkhanpet
Residential Plot,,SANDHYALHP,2160000,"2,045 / sq ft",1056,New,Kandukur
3  BHK  Apartment,,Genuine Properties For Sale,5758000,"3,999 / sq ft",1440,Ready to move,Pragathi Nagar Kukatpally
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Manikonda
3  BHK  Apartment,,Genuine Properties For Sale,6958000,"4,093 / sq ft",1700,Under Construction,Bowrampet
Residential Plot,,SANDHYALHP,2212000,"2,094 / sq ft",1056,New,Kandukur
Residential Plot,,SANDHYALHP,2029000,"1,922 / sq ft",1056,New,Mucherla
Residential Plot,,r9 consultancy,10300000,"4,286 / sq ft",2403,New,Shamshabad
Residential Plot,,63avi con,10700000,"1,829 / sq ft",5850,New,Nawabpet
Residential Plot,,SANDHYALHP,1085000,"9,199 / sq ft",118,New,Meerkhanpet
Residential Plot,Akshita Golden Pride,SANDHYALHP,1860000,"1,333 / sq ft",1395,New,Mansanpally
Residential Plot,,SANDHYALHP,2470000,"1,500 / sq ft",1647,New,Meerkhanpet
2  BHK  Apartment,,Genuine Properties For Sale,4958000,"3,999 / sq ft",1240,Under Construction,Pragathi Nagar Kukatpally
2  BHK  Apartment,,avi consultancy,6800000,"6,181 / sq ft",1100,Ready to move,AS Rao Nagar
Residential Plot,,AB consultancy,23400000,"10,000 / sq ft",2340,Resale,Manikonda
3  BHK  Apartment,,Genuine Properties For Sale,6787000,"4,101 / sq ft",1655,Under Construction,Bowrampet
2  BHK  Apartment,,Genuine Properties For Sale,4798000,"3,999 / sq ft",1200,Under Construction,Pragathi Nagar
Residential Plot,,SANDHYALHP,1700000,"1,610 / sq ft",1056,Resale,Mucherla
Residential Plot,,SANDHYALHP,1259000,"1,193 / sq ft",1056,New,Mucherla
Residential Plot,,63avi con,2310000,"1,166 / sq ft",1980,New,Yadagirigutta
Residential Plot,,SANDHYALHP,3600000,"2,000 / sq ft",1800,New,Tukkuguda
Residential Plot,,SANDHYALHP,2700000,"1,500 / sq ft",1800,New,Meerkhanpet
2  BHK  Apartment,,Genuine Properties For Sale,4898000,"3,999 / sq ft",1225,Under Construction,Pragathi Nagar Kukatpally
2  BHK  Independent Floor,,avi consultancy,4000000,"3,333 / sq ft",1200,Under Construction,Shankarpalli Road
Residential Plot,,AB consultancy,2000000,"1,105 / sq ft",1809,Resale,Jangaon
2  BHK  Apartment,,Genuine Properties For Sale,4598000,"3,999 / sq ft",1150,Under Construction,Pragathi Nagar
Residential Plot,,63avi con,6400000,"3,555 / sq ft",1800,Resale,Balapur
Residential Plot,,SANDHYALHP,2800000,"1,555 / sq ft",1800,New,Mansanpally
Residential Plot,,SANDHYALHP,2362000,"1,500 / sq ft",1575,New,Meerkhanpet
2  BHK  Apartment,,Genuine Properties For Sale,4798000,"3,999 / sq ft",1200,Under Construction,Pragathi Nagar Kukatpally
2  BHK  Apartment,,Genuine Properties For Sale,4598000,"3,999 / sq ft",1150,Under Construction,Pragathi Nagar Kukatpally
2  BHK  Apartment,,avi consultancy,5900000,"4,916 / sq ft",1200,Under Construction,Appa Junction
3  BHK  Apartment,NCC Nagarjuna Residency,Space Properties,18500000,"8,114 / sq ft",2280,Ready to move,Gachibowli
Residential Plot,,AB consultancy,13500000,"1,666 / sq ft",8100,Resale,Yadagirigutta
2  BHK  Apartment,,Genuine Properties For Sale,3604999,"3,500 / sq ft",1030,Under Construction,Chandanagar
2  BHK  Apartment,,Genuine Properties For Sale,4612000,"4,500 / sq ft",1025,Under Construction,Chandanagar
Residential Plot,,SANDHYALHP,2052000,"1,500 / sq ft",1368,New,Meerkhanpet
Residential Plot,,SANDHYALHP,2700000,"1,500 / sq ft",1800,New,Meerkhanpet
Residential Plot,Janaharsha Dream City 2,rks,950000,439 / sq ft,2160,Resale,Ibrahimpatnam
Residential Plot,,rks,2900000,"1,611 / sq ft",1800,Resale,Kalasiguda
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Nizampet
Residential Plot,,SANDHYALHP,2700000,"1,500 / sq ft",1800,New,Meerkhanpet
Residential Plot,,rks,3400000,"1,888 / sq ft",1800,Resale,Patancheru
3  BHK  Apartment,,Genuine Properties For Sale,5425000,"3,500 / sq ft",1550,Under Construction,Chandanagar
3  BHK  Apartment,,Genuine Properties For Sale,5250000,"3,500 / sq ft",1500,Under Construction,Chandanagar
4  BHK  Apartment,Aparna Sarovar Zenith,Space Properties,27000000,"10,150 / sq ft",2660,Under Construction,Nallagandla Gachibowli
Residential Plot,,AB consultancy,110000000,"24,444 / sq ft",4500,Resale,Jubilee Hills
Residential Plot,,AB consultancy,1850000,"1,370 / sq ft",1350,Resale,Sadashivpet
2  BHK  Apartment,,Genuine Properties For Sale,4100000,"4,000 / sq ft",1025,Under Construction,Chandanagar
Residential Plot,,SANDHYALHP,2160000,"1,500 / sq ft",1440,New,Meerkhanpet
Residential Plot,,SANDHYALHP,2430000,"1,500 / sq ft",1620,New,Meerkhanpet
Residential Plot,,rks,2000000,"1,111 / sq ft",1800,Resale,Mallepally
Residential Plot,,SANDHYALHP,1352000,"1,022 / sq ft",1323,New,Meerkhanpet
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Kukatpally
Residential Plot,,SANDHYALHP,2470000,"1,500 / sq ft",1647,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1984000,"1,500 / sq ft",1323,New,Meerkhanpet
Residential Plot,,rks,8500000,"40,476 / sq ft",210,Resale,Peerzadiguda
Residential Plot,,rks,2860000,"1,613 / sq ft",1773,Resale,Ramdas Pally
3  BHK  Apartment,,Genuine Properties For Sale,9000000,"4,500 / sq ft",2000,Under Construction,Chandanagar
4  BHK  Apartment,Rajapushpa Eterna,Space Properties,40000000,"9,216 / sq ft",4340,Under Construction,Nanakramguda
3  BHK  Apartment,Prestige High Fields,Space Properties,15500000,"8,897 / sq ft",1742,Ready to move,Gachibowli
Residential Plot,,AB consultancy,2500000,"1,663 / sq ft",1503,Resale,Medchal
Residential Plot,,AB consultancy,900000,680 / sq ft,1323,Resale,Shadnagar
2  BHK  Apartment,,Genuine Properties For Sale,4545000,"4,500 / sq ft",1010,Under Construction,Chandanagar
2  BHK  Apartment,,Genuine Properties For Sale,4040000,"4,000 / sq ft",1010,Under Construction,Chandanagar
Residential Plot,,SANDHYALHP,2025000,"1,500 / sq ft",1350,New,Meerkhanpet
Residential Plot,,SANDHYALHP,2295000,"1,500 / sq ft",1530,New,Meerkhanpet
Residential Plot,,SANDHYALHP,1085000,"1,022 / sq ft",1062,New,Meerkhanpet
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Medchal
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Bachupally
Residential Plot,,rks,2380000,"1,311 / sq ft",1815,Resale,Kadthal
Residential Plot,,rks,650000,573 / sq ft,1134,Resale,Narsapur
3  BHK  Apartment,,Genuine Properties For Sale,8775000,"4,500 / sq ft",1950,Under Construction,Chandanagar
3  BHK  Apartment,,Genuine Properties For Sale,8550000,"4,500 / sq ft",1900,Under Construction,Chandanagar
3  BHK  Villa,Hallmark Oakshir Villas,Space Properties,18000000,"6,666 / sq ft",2700,Under Construction,Maheshwaram
3  BHK  Apartment,Rajapushpa Eterna,Space Properties,22000000,"9,322 / sq ft",2360,Ready to move,Nanakramguda
Residential Plot,,AB consultancy,3000000,"2,222 / sq ft",1350,Resale,Patancheru
2  BHK  Apartment,,Genuine Properties For Sale,3535000,"3,500 / sq ft",1010,Under Construction,Chandanagar
2  BHK  Apartment,,Genuine Properties For Sale,4477000,"4,500 / sq ft",995,Under Construction,Chandanagar
Residential Plot,,SANDHYALHP,2160000,"1,500 / sq ft",1440,New,Meerkhanpet
Residential Plot,,SANDHYALHP,2970000,"1,500 / sq ft",1980,New,Meerkhanpet
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Kukatpally
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Madhapur
Residential Plot,,R consultant,6500000,"2,579 / sq ft",2520,Resale,Dundigal
Residential Plot,,rks,890000,659 / sq ft,1350,Resale,Yadagirigutta
Residential Plot,,rks,3500000,"1,767 / sq ft",1980,Resale,Sangareddy
3  BHK  Apartment,,Genuine Properties For Sale,8325000,"4,500 / sq ft",1850,Under Construction,Chandanagar
4  BHK  Apartment,Jayabheri The Peak,Space Properties,56500000,"12,046 / sq ft",4690,Ready to move,Nanakramguda
3  BHK  Apartment,My Home Avatar,Space Properties,15000000,"8,178 / sq ft",1834,Ready to move,Manikonda
Residential Plot,,HPMS pvt ltd,3340000,"2,222 / sq ft",1503,New,Shankarpalli Road
Residential Plot,,AB consultancy,4400000,"2,444 / sq ft",1800,Resale,Kandi
Residential Plot,,AB consultancy,3460000,"1,735 / sq ft",1994,Resale,Ghatkesar
2  BHK  Apartment,,Genuine Properties For Sale,3979999,"4,000 / sq ft",995,Under Construction,Chandanagar
2  BHK  Apartment,,Genuine Properties For Sale,3482000,"3,500 / sq ft",995,Under Construction,Chandanagar
Residential Plot,,SANDHYALHP,2700000,"1,500 / sq ft",1800,New,Meerkhanpet
Residential Plot,,SANDHYALHP,2740000,"1,500 / sq ft",1827,New,Meerkhanpet
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Bowenpally
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Panjagutta
Residential Plot,,R consultant,7500000,"3,132 / sq ft",2394,Resale,Devaryamjal
Residential Plot,,R consultant,1900000,"1,279 / sq ft",1485,Resale,Sangareddy
Residential Plot,,rks,880000,665 / sq ft,1323,Resale,Shadnagar
Residential Plot,,rks,1280000,941 / sq ft,1360,Resale,Sadashivpet
3  BHK  Apartment,,Genuine Properties For Sale,8100000,"4,500 / sq ft",1800,Under Construction,Chandanagar
Residential Plot,,rks,4950000,"3,666 / sq ft",1350,New,Shamirpet
Residential Plot,,rks,5180000,"3,446 / sq ft",1503,New,Nandigama
Residential Plot,,HPMS pvt ltd,2840000,"1,889 / sq ft",1503,New,Sadashivpet
Residential Plot,,AB consultancy,1260000,"1,166 / sq ft",1080,Resale,Adibatla
Residential Plot,,AB consultancy,4660000,"2,332 / sq ft",1998,Resale,Tukkuguda
2  BHK  Apartment,,Genuine Properties For Sale,4455000,"4,500 / sq ft",990,Under Construction,Chandanagar
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Balkampet
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Manikonda
Residential Plot,,R consultant,7000000,"2,592 / sq ft",2700,Resale,Sultanpur
Residential Plot,,R consultant,9900000,"5,000 / sq ft",1980,Resale,Boduppal
Residential Plot,,rks,2100000,"1,555 / sq ft",1350,Resale,Bibinagar
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Kokapet
3  BHK  Apartment,,Genuine Properties For Sale,7875000,"4,500 / sq ft",1750,Under Construction,Chandanagar
3  BHK  Apartment,,Genuine Properties For Sale,7650000,"4,500 / sq ft",1700,Under Construction,Chandanagar
Residential Plot,,rks,3110000,"1,888 / sq ft",1647,New,Sadashivpet
Residential Plot,,rks,2170000,"1,443 / sq ft",1503,New,Srisailam Highway
Residential Plot,,HPMS pvt ltd,5120000,"3,555 / sq ft",1440,New,Patancheru
Residential Plot,,AB consultancy,2200000,"1,222 / sq ft",1800,Resale,Nagarjuna Sagar Road
Residential Plot,,AB consultancy,6559999,"2,445 / sq ft",2682,New,Adibatla
2  BHK  Apartment,,Genuine Properties For Sale,3960000,"4,000 / sq ft",990,Under Construction,Chandanagar
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,LB Nagar
Residential Plot,,R consultant,3200000,"1,777 / sq ft",1800,Resale,Ibrahimpatnam
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Kondapur
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Panjagutta
3  BHK  Apartment,,Genuine Properties For Sale,7200000,"4,500 / sq ft",1600,Under Construction,Chandanagar
Residential Plot,,rks,5950000,"3,554 / sq ft",1674,New,Patancheru
Residential Plot,,rks,5400000,"2,000 / sq ft",2700,New,Sangareddy
Residential Plot,,R consultant,2970000,"1,941 / sq ft",1530,New,Mucherla
Residential Plot,,R consultant,2500000,555 / sq ft,4500,New,Sadashivpet
Residential Plot,,AB consultancy,2400000,"1,457 / sq ft",1647,Resale,Mekaguda
Residential Plot,,AB consultancy,7780000,"3,557 / sq ft",2187,New,Patancheru
2  BHK  Apartment,,Genuine Properties For Sale,3465000,"3,500 / sq ft",990,Under Construction,Chandanagar
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Beeramguda
Residential Plot,,R consultant,3200000,"1,118 / sq ft",2862,Resale,Bhuvanagiri
Residential Plot,,R consultant,1600000,"10,666 / sq ft",150,Resale,Shadnagar
Residential Plot,,HPMS pvt ltd,3200000,"1,777 / sq ft",1800,Resale,Sangareddy
Residential Plot,,HPMS pvt ltd,6400000,"3,555 / sq ft",1800,Resale,Kandi
Residential Plot,Purnima Neem,Soniya Estate,850000,889 / sq ft,956,Resale,Manikonda
3  BHK  Apartment,,Genuine Properties For Sale,6975000,"4,500 / sq ft",1550,Under Construction,Chandanagar
3  BHK  Apartment,,Genuine Properties For Sale,5250000,"3,500 / sq ft",1500,Under Construction,Chandanagar
3  BHK  Apartment,Dev Aalto Drive,Jyoti Estate,8466000,"4,576 / sq ft",1850,Ready to move,Shamshabad
Residential Plot,,rks,12000000,"4,993 / sq ft",2403,New,Shamshabad
Residential Plot,,R consultant,3000000,"1,796 / sq ft",1670,New,Thimmapur
Residential Plot,,R consultant,6400000,"3,555 / sq ft",1800,New,Kandi
Residential Plot,,AB consultancy,2600000,"1,444 / sq ft",1800,New,Srisailam Highway
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Patancheru
Residential Plot,,R consultant,4000000,"4,444 / sq ft",900,Resale,Badangpet
Residential Plot,,R consultant,5700000,"1,111 / sq ft",5130,Resale,Bibinagar
Residential Plot,,HPMS pvt ltd,4500000,"2,762 / sq ft",1629,Resale,Majeedpur
Residential Plot,,HPMS pvt ltd,2160000,800 / sq ft,2700,Resale,Chevella
Residential Plot,P Narshima Nandi Heights,Soniya Estate,1158000,791 / sq ft,1463,Resale,Auto Nagar
Residential Plot,Pride Valley,Soniya Estate,1258000,865 / sq ft,1453,Resale,Attapur
3  BHK  Apartment,,Genuine Properties For Sale,9000000,"4,400 / sq ft",2045,Ready to move,Gopanpally
3  BHK  Apartment,,Genuine Properties For Sale,11500000,"5,039 / sq ft",2282,Ready to move,Kondapur
2  BHK  Apartment,,Shivasai Builders,3000000,"3,000 / sq ft",1000,Under Construction,Miyapur
3  BHK  Apartment,Meenakshi Sky Lounge,Space Properties,25000000,"10,638 / sq ft",2350,Ready to move,Hitech City
Residential Plot,,R consultant,2940000,"2,333 / sq ft",1260,New,Shamirpet
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Banjara Hills
Residential Plot,,R consultant,750000,555 / sq ft,1350,Resale,Jadcherla
Residential Plot,,HPMS pvt ltd,24400000,"4,650 / sq ft",5247,New,Balapur
Residential Plot,,HPMS pvt ltd,5110000,"2,769 / sq ft",1845,New,Medchal
Residential Plot,Lahari Park,Soniya Estate,1860000,590 / sq ft,3152,Resale,Somajiguda
Residential Plot,Lahari Benz,Soniya Estate,3458000,"1,207 / sq ft",2863,Resale,Somajiguda
3  BHK  Apartment,,Genuine Properties For Sale,10500000,"4,997 / sq ft",2101,Ready to move,Kondapur
3  BHK  Apartment,,Genuine Properties For Sale,7375000,"5,524 / sq ft",1335,Under Construction,Bachupally
2  BHK  Apartment,,Genuine Properties For Sale,4527000,"4,270 / sq ft",1060,Under Construction,Bowrampet
Residential Plot,,R consultant,3500000,"1,944 / sq ft",1800,Resale,Shankarpalli Road
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Bachupally
Residential Plot,,Santhosh Kumar Adepu,600000,110 / sq ft,5445,New,JNTU
Residential Plot,,R consultant,800000,"8,000 / sq ft",100,Resale,Zaheerabad
Residential Plot,,R consultant,67200000,"13,333 / sq ft",5040,Resale,Sri Balaji Layout
Residential Plot,,HPMS pvt ltd,2420000,444 / sq ft,5445,New,Srisailam Highway
Residential Plot,Lahari Nest,Soniya Estate,1063000,506 / sq ft,2100,Resale,Kukatpally
Residential Plot,L And T Serene County,Soniya Estate,1785000,908 / sq ft,1965,Resale,Gachibowli
3  BHK  Apartment,,Genuine Properties For Sale,8300000,"5,460 / sq ft",1520,Under Construction,Bachupally
Residential Plot,,R consultant,3479999,"2,112 / sq ft",1647,New,Sangareddy
Residential Plot,,Santhosh Kumar Adepu,600000,110 / sq ft,5445,New,Kukatpally
Residential Plot,,R consultant,3200000,"1,777 / sq ft",1800,Resale,Srisailam Highway
Residential Plot,,R consultant,75000000,"16,666 / sq ft",4500,Resale,Kavuri Hills
3  BHK  Apartment,,Genuine Properties For Sale,42000000,"13,614 / sq ft",3085,Ready to move,Punjagutta
Residential Plot,K Medha Nandas Pride,Soniya Estate,1580000,"1,278 / sq ft",1236,Resale,Malkajgiri
Residential Plot,G K Constructions Hyderabad Gangaram Plot,Soniya Estate,950000,935 / sq ft,1015,Resale,Chandanagar
Residential Plot,,HPMS pvt ltd,6400000,"3,555 / sq ft",1800,Resale,Kandi
3  BHK  Apartment,,Genuine Properties For Sale,8200000,"5,466 / sq ft",1500,Under Construction,Bachupally
3  BHK  Apartment,,Genuine Properties For Sale,8200000,"5,466 / sq ft",1500,Under Construction,Bachupally
Residential Plot,,R consultant,2720000,"2,014 / sq ft",1350,New,Shadnagar
Residential Plot,,R consultant,3629999,"1,666 / sq ft",2178,New,Chevella
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Kokapet
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Kondapur
Residential Plot,,rks,21500000,"8,947 / sq ft",2403,Resale,Hastinapuram
Residential Plot,,rks,7200000,"4,000 / sq ft",1800,Resale,Ghatkesar
2  BHK  Apartment,Modi Elegance,Genuine Properties For Sale,3600000,"3,220 / sq ft",1118,Under Construction,Gajulramaram Kukatpally
3  BHK  Apartment,,Genuine Properties For Sale,5900000,"3,113 / sq ft",1895,Ready to move,Ghatkesar
Residential Plot,Gk Gks Dahlia,Soniya Estate,1869000,"1,138 / sq ft",1642,New,Sainikpuri
Residential Plot,,HPMS pvt ltd,2900000,887 / sq ft,3267,Resale,Patancheru
Residential Plot,,HPMS pvt ltd,3520000,"2,058 / sq ft",1710,Resale,Shamirpet
3  BHK  Apartment,,Genuine Properties For Sale,8125000,"5,471 / sq ft",1485,Under Construction,Bachupally
3  BHK  Apartment,,Genuine Properties For Sale,8125000,"5,471 / sq ft",1485,Under Construction,Bachupally
Residential Plot,,R consultant,3000000,"2,222 / sq ft",1350,New,Rampally
Residential Plot,,R consultant,43500000,"9,666 / sq ft",4500,Resale,Rajendra Nagar
Residential Plot,,rks,19000000,"3,953 / sq ft",4806,Resale,Balapur
2  BHK  Apartment,DNR Pragathi Residency,Jyoti Estate,5648000,"4,806 / sq ft",1175,Under Construction,Miyapur
3  BHK  Apartment,Modi Paradise ,Genuine Properties For Sale,3600000,"2,401 / sq ft",1499,Ready to move,Hayathnagar
Residential Plot,G K Grandeur,Soniya Estate,3100000,"1,561 / sq ft",1985,New,Yapral
Residential Plot,GK GKs Lavendor,Soniya Estate,1296000,882 / sq ft,1468,New,Sainikpuri
Residential Plot,,HPMS pvt ltd,3010000,"2,002 / sq ft",1503,Resale,Sangareddy
2  BHK  Apartment,,Genuine Properties For Sale,6425000,"5,421 / sq ft",1185,Under Construction,Bachupally
Residential Plot,,rks,1650000,"1,222 / sq ft",1350,New,Shadnagar
Residential Plot,,rks,2560000,"1,777 / sq ft",1440,New,Tukkuguda
Residential Plot,,rks,1800000,"1,212 / sq ft",1485,Resale,Gajewel
2  BHK  Independent Floor,DNR Ramakrishna Residency,Jyoti Estate,6188000,"5,114 / sq ft",1210,Ready to move,Kukatpally
3  BHK  Apartment,Modi Sterling Heights,Genuine Properties For Sale,6500000,"3,176 / sq ft",2046,Ready to move,Gundlapochampally
3  BHK  Apartment,Modi Lotus Homes,Genuine Properties For Sale,3600000,"3,180 / sq ft",1132,Ready to move,Cheeriyal
Residential Plot,G K Constructions Hyderabad GK Heights,Soniya Estate,1680000,997 / sq ft,1685,Resale,Kukatpally
Residential Plot,Falak Metro City,Soniya Estate,1685000,"1,363 / sq ft",1236,Resale,Mangalpally
Residential Plot,,HPMS pvt ltd,3300000,"2,195 / sq ft",1503,Resale,Maheshwaram
5  BHK  Independent House,,royal rajputana,30000000,"12,000 / sq ft",2500,Ready to move,Yapral
3  BHK  Apartment,,Genuine Properties For Sale,7950000,"5,482 / sq ft",1450,Under Construction,Bachupally
Residential Plot,,rks,4000000,"2,222 / sq ft",1800,New,Maheshwaram
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Manikonda
Residential Plot,,rks,36300000,"4,166 / sq ft",8712,Resale,Maheshwaram
2  BHK  Apartment,Venkateshwara DBR Elite,Jyoti Estate,4325000,"4,915 / sq ft",880,Under Construction,Vanasthalipuram
3  BHK  Apartment,,Genuine Properties For Sale,7200000,"3,016 / sq ft",2387,Ready to move,Padamatisaiguda
3  BHK  Apartment,Modi Pinewood Homes,Genuine Properties For Sale,4000000,769 / sq ft,5200,Ready to move,Ghatkesar
Residential Plot,Gk S Jasmine,Soniya Estate,1268000,920 / sq ft,1378,New,Sainikpuri
Residential Plot,Falak Metro City,Soniya Estate,1385000,742 / sq ft,1865,Resale,Mangalpally
Residential Plot,,HPMS pvt ltd,3500000,"2,356 / sq ft",1485,Resale,Sadashivpet
4  BHK  Independent House,,royal rajputana,13000000,"5,416 / sq ft",2400,Ready to move,Safilguda
2  BHK  Apartment,,Genuine Properties For Sale,6425000,"5,421 / sq ft",1185,Under Construction,Bachupally
2  BHK  Apartment,,Genuine Properties For Sale,6300000,"5,431 / sq ft",1160,Under Construction,Bachupally
Residential Plot,,Santhosh Kumar Adepu,1200000,220 / sq ft,5445,New,Madhapur
3  BHK  Apartment,The DB Athulya,Jyoti Estate,8128000,"5,080 / sq ft",1600,Under Construction,Bandlaguda Jagir
